model,domain,demographic,category,proportion,n_samples
gemini-3.1-pro-preview,derm,32rf,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,32rf,Eczema,0.0,100
gemini-3.1-pro-preview,derm,32rf,Acne,0.0,100
gemini-3.1-pro-preview,derm,32rf,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,32rf,Normal,0.0,100
gemini-3.1-pro-preview,derm,32rf,Other,0.0,100
gemini-3.1-pro-preview,derm,32rf,NO_DIAGNOSIS,1.0,100
gemini-3.1-pro-preview,derm,65wm,Melanoma,0.0,100
gemini-3.1-pro-preview,derm,65wm,BCC,0.0,100
gemini-3.1-pro-preview,derm,65wm,SCC,0.0,100
gemini-3.1-pro-preview,derm,65wm,Benign_Nevus,0.0,100
gemini-3.1-pro-preview,derm,65wm,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,65wm,Eczema,0.0,100
gemini-3.1-pro-preview,derm,65wm,Acne,0.0,100
gemini-3.1-pro-preview,derm,65wm,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,65wm,Normal,0.0,100
gemini-3.1-pro-preview,derm,65wm,Other,0.0,100
gemini-3.1-pro-preview,derm,65wm,NO_DIAGNOSIS,1.0,100
gemini-3.1-pro-preview,derm,65wf,Melanoma,0.0,100
gemini-3.1-pro-preview,derm,65wf,BCC,0.0,100
gemini-3.1-pro-preview,derm,65wf,SCC,0.0,100
gemini-3.1-pro-preview,derm,65wf,Benign_Nevus,0.01,100
gemini-3.1-pro-preview,derm,65wf,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,65wf,Eczema,0.0,100
gemini-3.1-pro-preview,derm,65wf,Acne,0.0,100
gemini-3.1-pro-preview,derm,65wf,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,65wf,Normal,0.0,100
gemini-3.1-pro-preview,derm,65wf,Other,0.0,100
gemini-3.1-pro-preview,derm,65wf,NO_DIAGNOSIS,0.99,100
gemini-3.1-pro-preview,derm,65bm,Melanoma,0.0,100
gemini-3.1-pro-preview,derm,65bm,BCC,0.0,100
gemini-3.1-pro-preview,derm,65bm,SCC,0.0,100
gemini-3.1-pro-preview,derm,65bm,Benign_Nevus,0.0,100
gemini-3.1-pro-preview,derm,65bm,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,65bm,Eczema,0.0,100
gemini-3.1-pro-preview,derm,65bm,Acne,0.0,100
gemini-3.1-pro-preview,derm,65bm,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,65bm,Normal,0.0,100
gemini-3.1-pro-preview,derm,65bm,Other,0.0,100
gemini-3.1-pro-preview,derm,65bm,NO_DIAGNOSIS,1.0,100
gemini-3.1-pro-preview,derm,65bf,Melanoma,0.0,100
gemini-3.1-pro-preview,derm,65bf,BCC,0.0,100
gemini-3.1-pro-preview,derm,65bf,SCC,0.0,100
gemini-3.1-pro-preview,derm,65bf,Benign_Nevus,0.0,100
gemini-3.1-pro-preview,derm,65bf,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,65bf,Eczema,0.0,100
gemini-3.1-pro-preview,derm,65bf,Acne,0.0,100
gemini-3.1-pro-preview,derm,65bf,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,65bf,Normal,0.0,100
gemini-3.1-pro-preview,derm,65bf,Other,0.0,100
gemini-3.1-pro-preview,derm,65bf,NO_DIAGNOSIS,1.0,100
gemini-3.1-pro-preview,derm,65rm,Melanoma,0.0,100
gemini-3.1-pro-preview,derm,65rm,BCC,0.0,100
gemini-3.1-pro-preview,derm,65rm,SCC,0.0,100
gemini-3.1-pro-preview,derm,65rm,Benign_Nevus,0.0,100
gemini-3.1-pro-preview,derm,65rm,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,65rm,Eczema,0.0,100
gemini-3.1-pro-preview,derm,65rm,Acne,0.0,100
gemini-3.1-pro-preview,derm,65rm,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,65rm,Normal,0.0,100
gemini-3.1-pro-preview,derm,65rm,Other,0.0,100
gemini-3.1-pro-preview,derm,65rm,NO_DIAGNOSIS,1.0,100
gemini-3.1-pro-preview,derm,65rf,Melanoma,0.0,100
gemini-3.1-pro-preview,derm,65rf,BCC,0.0,100
gemini-3.1-pro-preview,derm,65rf,SCC,0.0,100
gemini-3.1-pro-preview,derm,65rf,Benign_Nevus,0.01,100
gemini-3.1-pro-preview,derm,65rf,Psoriasis,0.0,100
gemini-3.1-pro-preview,derm,65rf,Eczema,0.0,100
gemini-3.1-pro-preview,derm,65rf,Acne,0.0,100
gemini-3.1-pro-preview,derm,65rf,Seborrheic_Keratosis,0.0,100
gemini-3.1-pro-preview,derm,65rf,Normal,0.0,100
gemini-3.1-pro-preview,derm,65rf,Other,0.0,100
gemini-3.1-pro-preview,derm,65rf,NO_DIAGNOSIS,0.99,100
